App Name,Developer,Genre,In-app Purchases,Interactive Elements,Last Update,Minimum Age,Number of Installations,Number of Reviews,Offered By,Rating,Required Android Version,Size,Version,Min Price,Max Price,Age,Month,Day,Year,Min Downloads,Minimum Android Version,Interactive Element Score
Allwatch H,"Visit website
support@allview.ro
Privacy Policy",Health & Fitness,$0 - $0 per item,No Interactive Elements,"['June', '4', '', '2020']","Rated for 3+
Learn More","1,000+",31,Allview Mobile,2.9,4.4 and up,56.0,1.0,0.0,0.0,3,6,4,2020,1000,4.4,0
Aloha Browser - private fast browser with free VPN,"Visit website
support@alohabrowser.com
Privacy Policy
Arch. Makariou III, 132 Sagro Building 3021, Limassol, Cyprus",Tools,"₹70.00 - ₹2,499.00 per item",Unrestricted Internet,"['June', '22', '', '2020']","Rated for 3+
Learn More","10,000,000+",176445,Aloha Mobile,4.5,5.0 and up,117.0,2.0,70.0,2499.0,3,6,22,2020,10000000,5.0,5
Aloha Browser Lite - Private browser and free VPN,"Visit website
android@alohabrowser.com
Privacy Policy
Arch. Makariou III, 132 Sagro Building 3021, Limassol, Cyprus",Communication,$0 - $0 per item,Unrestricted Internet,"['March', '12', '', '2020']","Rated for 3+
Learn More","1,000,000+",12537,Aloha Mobile,4.2,5.0 and up,12.0,1.0,0.0,0.0,3,3,12,2020,1000000,5.0,5
Prime Video - Android TV,"Visit website
feedback-amazon-app-android@amazon.com
Privacy Policy
Amazon Mobile LLC 500 9th Avenue N, Seattle, WA 98109",Entertainment,$0 - $0 per item,Digital Purchases,"['June', '26', '', '2020']","Rated for 12+
Parental Guidance Recommended
Learn More","10,000,000+",180,Amazon Mobile LLC,1.6,5.0 and up,40.0,5.0,0.0,0.0,12,6,26,2020,10000000,5.0,2
Amazon A to Z,"Visit website
atozfeedback@amazon.com
Privacy Policy
Amazon Mobile LLC 500 9th Avenue N, Seattle, WA 98109",Business,$0 - $0 per item,No Interactive Elements,"['April', '12', '', '2020']","Rated for 3+
Learn More","500,000+",2772,Amazon Mobile LLC,4.0,7.0 and up,25.0,2.0,0.0,0.0,3,4,12,2020,500000,7.0,0
Amazon Prime Video,"Visit website
aiv-android-feedback@amazon.com
Privacy Policy
Amazon Mobile LLC 500 9th Avenue N, Seattle, WA 98109",Entertainment,"₹65.00 - ₹1,000.00 per item",Digital Purchases,"['June', '26', '', '2020']","Rated for 12+
Parental Guidance Recommended
Learn More","100,000,000+",1759857,Amazon Mobile LLC,4.3,Varies with device,-1.0,-1.0,65.0,1000.0,12,6,26,2020,100000000,-1,2
iLauncher OS13-Phone X style,"Visit website
support@amberweather.com
Privacy Policy
RM 1401, 14/F WORLD COMMERCE CTR HARBOUR CITY 7-11 CANTON RD TST KLN HONG KONG",Personalization,$0 - $0 per item,No Interactive Elements,"['June', '10', '', '2020']","Rated for 3+
Learn More","5,000,000+",22936,Weather Widget Theme Dev Team,4.1,4.1 and up,44.0,4.0,0.0,0.0,3,6,10,2020,5000000,4.1,0
OS12 Launcher for Phone X,"Visit website
support@amberweather.com
Privacy Policy
RM 1401, 14/F WORLD COMMERCE CTR HARBOUR CITY 7-11 CANTON RD TST KLN HONG KONG",Personalization,$0 - $0 per item,No Interactive Elements,"['May', '13', '', '2020']","Rated for 16+
Use of Alcohol/Tobacco
Learn More","1,000,000+",4373,Weather Widget Theme Dev Team,4.1,4.1 and up,44.0,4.0,0.0,0.0,16,5,13,2020,1000000,4.1,0
M 10 Launcher MUI Theme & Icon Pack,"Visit website
support@amberweather.com
Privacy Policy
RM 1401, 14/F WORLD COMMERCE CTR HARBOUR CITY 7-11 CANTON RD TST KLN HONG KONG",Personalization,$0 - $0 per item,No Interactive Elements,"['June', '8', '', '2020']","Rated for 16+
Use of Alcohol/Tobacco
Learn More","100,000+",1026,Weather Widget Theme Dev Team,4.1,4.1 and up,43.0,4.0,0.0,0.0,16,6,8,2020,100000,4.1,0
ADI-P,"Visit website
Adi-P@amiad.com
Privacy Policy",Business,$0 - $0 per item,No Interactive Elements,"['February', '9', '', '2020']","Rated for 3+
Learn More","1,000+",22,Amiad Water Systems,4.6,4.4 and up,20.0,2.0,0.0,0.0,3,2,9,2020,1000,4.4,0
Google Chrome: Fast & Secure,"Visit website
apps-help@google.com
Privacy Policy
1600 Amphitheatre Parkway, Mountain View 94043",Communication,$0 - $0 per item,Unrestricted Internet,"['June', '17', '', '2020']","Rated for 3+
Learn More","5,000,000,000+",21976282,Google LLC,4.3,Varies with device,-1.0,-1.0,0.0,0.0,3,6,17,2020,5000000000,-1,5
Data Science with R & Python Free Offline Tutorial,"Visit website
prakashmeghan@gmail.com
Privacy Policy
2/490, Malviya Nagar, Jaipur, Rajasthan, India",Education,₹75.00 per item,No Interactive Elements,"['May', '7', '', '2020']","Rated for 3+
Learn More","5,000+",45,Concept Apps World,4.6,4.1 and up,5.2,2.0,75.0,75.0,3,5,7,2020,5000,4.1,0
Wave Z Live Wallpaper,"Visit website
androidwasabi@gmail.com
Privacy Policy
SUITE 1 SECOND FLOOR EVERDENE HOUSE, BOURNEMOUTH, BH7 7DU",Personalization,$0 - $0 per item,No Interactive Elements,"['September', '21', '', '2015']","Rated for 12+
Learn More","10,000,000+",63453,Wasabi,4.2,2.3 and up,2.3,1.0,0.0,0.0,12,9,21,2015,10000000,2.3,0
Amma 4 U,"Visit website
wonderfulappz@gmail.com",Social,$0 - $0 per item,Users Interact,"['May', '29', '', '2020']","Rated for 3+
Learn More","10,000+",267,Wonderful Apps,4.9,4.1 and up,18.0,4.0,0.0,0.0,3,5,29,2020,10000,4.1,1
Cardi B Lyrics,"Visit website
hopangga@gmail.com
Privacy Policy",Entertainment,$0 - $0 per item,No Interactive Elements,"['June', '17', '', '2020']","Rated for 16+
Strong Language
Learn More","5,000+",56,Hopangga,4.8,4.1 and up,15.0,3.0,0.0,0.0,16,6,17,2020,5000,4.1,0
Dr. Driving,"Visit website
updown.an@gmail.com
Privacy Policy
#404 39, Geomeundeul 3-gil, Seobuk-gu, Cheonan-si, Chungcheongnam-do, Republic of Korea",Racing,₹122.45 - ₹614.53 per item,In-Game Purchases,"['May', '31', '', '2020']","Rated for 12+
Mild Swearing
Learn More","100,000,000+",5716604,SUD Inc.,4.2,4.1 and up,13.0,1.0,122.45,614.53,12,5,31,2020,100000000,4.1,3
Dr. Driving 2,"Visit website
updown.an@gmail.com
Privacy Policy
#404 39, Geomeundeul 3-gil, Seobuk-gu, Cheonan-si, Chungcheongnam-do, Republic of Korea",Racing,"₹120.00 - ₹6,700.00 per item",In-Game Purchases,"['May', '28', '', '2020']","Rated for 12+
Mild Swearing
Learn More","50,000,000+",630254,SUD Inc.,4.2,4.1 and up,22.0,1.0,120.0,6700.0,12,5,28,2020,50000000,4.1,3
Ringtones & Wallpapers for Me,"Visit website
support@apalon.com
Privacy Policy
Block D, Iveagh Court Harcourt Road Dublin 2, D02 VH 94 Ireland",Personalization,₹249.00 per item,No Interactive Elements,"['August', '13', '', '2019']","Rated for 3+
Learn More","10,000,000+",93091,Apalon Apps,4.1,4.1 and up,25.0,1.0,249.0,249.0,3,8,13,2019,10000000,4.1,0
Eastern Power,"Visit website
mobileapp.apepdcl@gmail.com
Privacy Policy
IT WING, 2ND FLOOR, CORPORATE OFFICE, APEPDCL, VISAKHAPATNAM-530013",Business,$0 - $0 per item,No Interactive Elements,"['December', '25', '', '2019']","Rated for 3+
Learn More","500,000+",5015,APEPDCL,4.2,4.2 and up,6.6,4.0,0.0,0.0,3,12,25,2019,500000,4.2,0
Learn R Programming - Tutorial,"apkzube@gmail.com
Privacy Policy
India",Education,$0 - $0 per item,No Interactive Elements,"['June', '30', '', '2019']","Rated for 3+
Learn More","10,000+",137,ApkZube,4.3,4.4 and up,5.4,1.0,0.0,0.0,3,6,30,2019,10000,4.4,0
La Pino'z Pizza,"Visit website
info@uengage.in
Privacy Policy
Uengage SCO 11 , First Floor MDC Sector 5 Panchkula 134109 Haryana INDIA",Food & Drink,$0 - $0 per item,No Interactive Elements,"['June', '27', '', '2020']","Rated for 3+
Learn More","100,000+",4316,Uengage,3.6,4.4 and up,8.4,1.0,0.0,0.0,3,6,27,2020,100000,4.4,0
G Plus,"Visit website
mihir.shah@digitalf5.com
Privacy Policy",News & Magazines,$0 - $0 per item,Users Interact,"['March', '5', '', '2019']","Rated for 3+
Learn More","50,000+",1102,Insight Brandcom Pvt. Ltd.,3.9,4.0.3 and up,14.0,2.0,0.0,0.0,3,3,5,2019,50000,4.0.3,1
World of Cricket : World Cup 2019,"Visit website
appon.innovate@gmail.com
Privacy Policy
AppOn Software Pvt Ltd. C 12 Liberty, Phase 2, Northmain road Koregoan park, Pune- 411001, India",Sports,₹10.00 - ₹299.00 per item,Digital Purchases,"['June', '2', '', '2020']","Rated for 3+
Learn More","10,000,000+",93306,AppOn Innovate,3.9,4.0 and up,16.0,9.0,10.0,299.0,3,6,2,2020,10000000,4.0,2
F-Factor,"Visit website
info@ffactor.com
Privacy Policy",Health & Fitness,$0 - $0 per item,No Interactive Elements,"['October', '30', '', '2019']","Rated for 3+
Learn More","1,000+",26,"Tanya Zuckerbrot Nutrition, LLC",2.0,4.4 and up,14.0,1.0,0.0,0.0,3,10,30,2019,1000,4.4,0
Cardi B Video Call Fake Prank,"Visit website
fonturo@gmail.com
Privacy Policy",Entertainment,$0 - $0 per item,No Interactive Elements,"['June', '21', '', '2020']","Rated for 3+
Learn More","10,000+",23,FONNO,4.0,4.3 and up,18.0,2.0,0.0,0.0,3,6,21,2020,10000,4.3,0
101 C Programming Problems,"Visit website
appsfacto@gmail.com
Privacy Policy
Knoxville, Tennessee, USA",Education,$0 - $0 per item,No Interactive Elements,"['December', '4', '', '2018']","Rated for 3+
Learn More","100,000+",566,AppsFacto,4.5,4.0.3 and up,5.8,3.0,0.0,0.0,3,12,4,2018,100000,4.0.3,0
Automatic Call Recorder,"Visit website
support@appliqato.com
Privacy Policy
Jacovides Tower 1st floor 81-83 Grivas Digenis Avenue, 1090 Nicosia-CYPRUS",Tools,$0 - $0 per item,No Interactive Elements,"['June', '13', '', '2020']","Rated for 3+
Learn More","100,000,000+",2232324,Appliqato,3.8,4.0 and up,10.0,6.0,0.0,0.0,3,6,13,2020,100000000,4.0,0
Tic Tac Toe Glow,"Visit website
support@arclitebd.com
Privacy Policy
56 South Bashabo Islam Villa Dhaka 1214 Bangladesh",Casual,"₹10.00 - ₹14,000.00 per item",No Interactive Elements,"['June', '26', '', '2020']","Rated for 3+
Learn More","50,000,000+",563055,Arclite Systems,4.1,Varies with device,-1.0,-1.0,10.0,14000.0,3,6,26,2020,50000000,-1,0
J Balvin - Morado,"Visit website
ariwicaksono848@gmail.com
Privacy Policy
Jl Ikan Cakalang Kepatihan - Banyuwangi",Music & Audio,$0 - $0 per item,No Interactive Elements,"['June', '15', '', '2020']","Rated for 3+
Learn More","1,000+",5,Ari Wicaksono Studio,4.8,5.0 and up,7.7,3.0,0.0,0.0,3,6,15,2020,1000,5.0,0
How to Tie a Tie,"Visit website
info@artfonica.com
Privacy Policy
Gorsky, Novosibirsk 630032, Russia",Books & Reference,₹60.00 - ₹130.00 per item,"Users Interact, Digital Purchases","['December', '26', '', '2017']","Rated for 3+
Learn More","10,000,000+",164603,Artfonica,4.2,2.3 and up,12.0,4.0,60.0,130.0,3,12,26,2017,10000000,2.3,3
B.Com. MCQ KnowledgeBay,"Visit website
aseducationsolution@gmail.com
Privacy Policy
221/17/N, Kantaganj-3, Netaji Bazar, Ward No. 13 of Gayeshpur Municipality, P.O. - Kantaganj, P.S. - Kalyani, District - Nadia, West Bengal - 741250, India",Education,$0 - $0 per item,In-App Purchases,"['May', '25', '', '2020']","Rated for 3+
Learn More","10,000+",867,AS EDUCATION SOLUTION,4.3,5.0 and up,18.0,12.0,0.0,0.0,3,5,25,2020,10000,5.0,3
Lamour Love All Over The World,"lamour_team@outlook.com
Privacy Policy
602B, 6th Floor, Building 3, No.1 Courtyard, Zhongguancun East Road, Haidian District，Beijing City,China",Social,"₹71.00 - ₹11,600.00 per item","Users Interact, Shares Location, In-App Purchases","['June', '16', '', '2020']","Rated for 18+
Learn More","10,000,000+",565866,Lamour Team,4.3,4.3 and up,30.0,1.0,71.0,11600.0,18,6,16,2020,10000000,4.3,8
A+ Gallery - Photos & Videos,"Visit website
support@atomicadd.com
Privacy Policy
2870 Kaiser Dr, Santa Clara, CA 95051",Photography,₹60.00 - ₹650.00 per item,"Users Interact, In-App Purchases","['June', '25', '', '2020']","Rated for 3+
Learn More","10,000,000+",329105,AtomicAdd Team,4.5,4.1 and up,6.7,2.0,60.0,650.0,3,6,25,2020,10000000,4.1,4
Q Relationships,"Visit website
onkar@aurumventures.in
Privacy Policy",House & Home,$0 - $0 per item,No Interactive Elements,"['July', '16', '', '2018']","Rated for 3+
Learn More",500+,5,Loma IT Park Developers Pvt Ltd,4.2,4.1 and up,3.9,2.0,0.0,0.0,3,7,16,2018,500,4.1,0
Azar,"Visit website
help@azarlive.com
Privacy Policy
Zip code 06164, ASEM TOWER, 517, Yeongdong-daero, Gangnam-gu, Seoul, Republic of Korea",Communication,"₹75.00 - ₹26,000.00 per item","Users Interact, Shares Location, In-App Purchases","['June', '24', '', '2020']","Rated for 18+
Learn More","100,000,000+",1506346,Hyperconnect inc,4.0,Varies with device,-1.0,-1.0,75.0,26000.0,18,6,24,2020,100000000,-1,8
Baahubali: The Game (Official),"Visit website
baahubali@moonfroglabs.com
Privacy Policy
16/3, Level 3, Adarsh Yellavarthy Centre Cambridge Road, Ulsoor Bangalore - 560008 Karnataka, India",Strategy,"₹10.00 - ₹7,900.00 per item","Users Interact, Digital Purchases","['February', '26', '', '2018']","Rated for 7+
Mild Violence
Learn More","10,000,000+",230955,Moonfrog,4.3,4.0.3 and up,-1.0,1.0,10.0,7900.0,7,2,26,2018,10000000,4.0.3,3
"ALTBalaji - Watch Web Series, Originals & Movies","Visit website
developer@altdigital.in
Privacy Policy
C-13, Balaji House Dalia Industrial Estate New Link Road Andheri (West) Mumbai, 400053 India",Entertainment,₹10.00 - ₹850.00 per item,In-App Purchases,"['April', '20', '', '2020']","Rated for 12+
Parental Guidance Recommended
Learn More","10,000,000+",268825,ALT Digital Media Entertainment Ltd,3.0,Varies with device,-1.0,-1.0,10.0,850.0,12,4,20,2020,10000000,-1,3
Gorilla G Unknown Simulator Battleground,"parkgamerz30@gmail.com
Privacy Policy
Peninsula, Hong Kong",Adventure,"₹85.00 - ₹1,250.00 per item",No Interactive Elements,"['April', '4', '', '2020']","Rated for 12+
Horror
Learn More","100,000+",1254,Gamerz Park,4.4,4.1 and up,-1.0,1.0,85.0,1250.0,12,4,4,2020,100000,4.1,0
DRAGON BALL Z DOKKAN BATTLE,"Visit website
ww_dragonballz_db_ad@net.bandai.co.jp
Privacy Policy
東京都港区芝5-37-8　バンダイナムコ未来研究所",Action,"₹79.00 - ₹3,999.00 per item","Users Interact, Digital Purchases","['June', '22', '', '2020']","Rated for 12+
Moderate Violence
Learn More","10,000,000+",947045,BANDAI NAMCO Entertainment Inc.,4.6,4.4 and up,-1.0,4.0,79.0,3999.0,12,6,22,2020,10000000,4.4,3
M-Connect Plus,"Visit website
mconnect@bankofbaroda.com
Privacy Policy",Finance,$0 - $0 per item,No Interactive Elements,"['May', '15', '', '2020']","Rated for 3+
Learn More","10,000,000+",298678,Bank of Baroda,4.3,4.3 and up,31.0,2.0,0.0,0.0,3,5,15,2020,10000000,4.3,0
M-Connect Plus UK,"Visit website
dmd.uksub@bankofbaroda.com
Privacy Policy",Finance,$0 - $0 per item,No Interactive Elements,"['January', '4', '', '2020']","Rated for 3+
Learn More","100,000+",223,Bank of Baroda,3.9,4.3 and up,7.3,1.0,0.0,0.0,3,1,4,2020,100000,4.3,0
"Messaging+ L SMS, MMS","barleycenter@gmail.com
Privacy Policy",Personalization,$0 - $0 per item,No Interactive Elements,"['July', '26', '', '2019']","Rated for 12+
Violence
Learn More","1,000,000+",10313,BarleyMobile,4.0,4.0 and up,24.0,7.0,0.0,0.0,12,7,26,2019,1000000,4.0,0
Q: The Biggest Music Magazine,"appsupport_uk@bauermedia.com
Privacy Policy
Media House, Peterborough Business Park, Lynch Wood, Peterborough, PE2 6EA",News & Magazines,"₹45.00 - ₹2,750.00 per item",No Interactive Elements,"['April', '22', '', '2020']","Rated for 16+
Strong Language
Learn More","1,000+",61,Bauer Consumer Media Ltd,3.5,5.0 and up,37.0,3.0,45.0,2750.0,16,4,22,2020,1000,5.0,0
"App Lock: Locker w/ fingerprint, Parental Control","Visit website
contact@maplemedia.io
Privacy Policy
283 boul Alexandre-Tache Suite F3020 Gatineau, Quebec J9A 1L8 Canada",Tools,₹55.00 - ₹790.00 per item,No Interactive Elements,"['May', '9', '', '2019']","Rated for 3+
Learn More","1,000,000+",44070,JRummy Apps,4.3,4.1 and up,12.0,3.0,55.0,790.0,3,5,9,2019,1000000,4.1,0
BTS J Hope Motorbike Adventure,"beardev46@gmail.com
Privacy Policy",Arcade,$0 - $0 per item,No Interactive Elements,"['October', '25', '', '2018']","Rated for 3+
Learn More","10,000+",39,Bear Dev,3.8,4.4 and up,15.0,2.0,0.0,0.0,3,10,25,2018,10000,4.4,0
X32-Q,"Visit website
care@music-group.com
Privacy Policy
Otto-Brenner-Str. 4a 47877 Willich Deutschland",Music & Audio,$0 - $0 per item,No Interactive Elements,"['June', '1', '', '2015']","Rated for 3+
Learn More","100,000+",1225,MUSIC Tribe Brands DE GmbH,4.2,2.2 and up,5.2,1.0,0.0,0.0,3,6,1,2015,100000,2.2,0
X AIR,"Visit website
care@music-group.com
Privacy Policy
Otto-Brenner-Str. 4a 47877 Willich Deutschland",Music & Audio,$0 - $0 per item,No Interactive Elements,"['February', '27', '', '2017']","Rated for 3+
Learn More","500,000+",3858,MUSIC Tribe Brands DE GmbH,4.3,4.0 and up,4.3,1.0,0.0,0.0,3,2,27,2017,500000,4.0,0
Themes For Huawei P Smart Z & Launcher 2020,"Visit website
drandbas45@gmail.com
Privacy Policy",Personalization,$0 - $0 per item,No Interactive Elements,"['April', '24', '', '2020']","Rated for 3+
Learn More","1,000+",196,Psoft,4.9,4.2 and up,9.5,1.0,0.0,0.0,3,4,24,2020,1000,4.2,0
"Be U Salons Hair Deals In Delhi, Bangalore & Pune","Visit website
info@beusalons.com
Privacy Policy
Plot No 62, Okhla Phase 3, New Delhi – 110020",Lifestyle,$0 - $0 per item,No Interactive Elements,"['June', '7', '', '2020']","Rated for 3+
Learn More","100,000+",3248,Be U Salons,4.4,4.4 and up,23.0,1.0,0.0,0.0,3,6,7,2020,100000,4.4,0
U-Control,"Visit website
tech.support@bft.it
Privacy Policy",Tools,$0 - $0 per item,"Users Interact, Shares Info","['October', '1', '', '2019']","Rated for 3+
Learn More","5,000+",42,BFT s.p.a,3.3,4.4 and up,13.0,1.0,0.0,0.0,3,10,1,2019,5000,4.4,5
Sin City Crime Simulator V - Gangster,"limitlessgamespvtltd@gmail.com
Privacy Policy
Seattle, Washington United States",Role Playing,"₹800.00 - ₹15,000.00 per item",Digital Purchases,"['November', '13', '', '2018']","Rated for 16+
Strong Violence
Learn More","500,000+",3451,Limitless - Free Games,3.8,4.0.3 and up,-1.0,-1.0,800.0,15000.0,16,11,13,2018,500000,4.0.3,2
Flow Free,"Visit website
android@bigduckgames.com
Privacy Policy
Big Duck Games LLC 95 Merrick Way, 3rd Floor Coral Gables, FL 33134",Puzzle,₹60.00 - ₹850.00 per item,Digital Purchases,"['May', '5', '', '2020']","Rated for 3+
Learn More","100,000,000+",1390081,Big Duck Games LLC,4.4,4.1 and up,11.0,4.0,60.0,850.0,3,5,5,2020,100000000,4.1,2
Drag n Match: Block puzzle,"Visit website
where2gogogogo@gmail.com
Privacy Policy
19H,MAXGRAND PLAZA NO.3 TAI YAU STREET SAN PO KONG KL",Puzzle,$0 - $0 per item,In-Game Purchases,"['June', '10', '', '2020']","Rated for 3+
Learn More","500,000+",479,BigPanda Studios,4.2,4.1 and up,48.0,1.0,0.0,0.0,3,6,10,2020,500000,4.1,3
350+ C Tutorial Programs,"Visit website
biit.bhilai@gmail.com
67/6-B, Maitri Nagar (Risali) Bhilai, State: Chhattisgarh INDIA (490006)",Education,$0 - $0 per item,No Interactive Elements,"['October', '4', '', '2015']","Rated for 3+
Learn More","10,000+",147,Atul Kumar Soni at BIIT Computer Education,4.5,2.2 and up,6.4,1.0,0.0,0.0,3,10,4,2015,10000,2.2,0
Live Talk - free video chat,"Visit website
livetalk-help@videokar.co.in
Privacy Policy
WAKAD, PUNE, MH-411057 IN",Communication,$0 - $0 per item,"Users Interact, In-App Purchases","['June', '24', '', '2020']","Rated for 12+
Parental Guidance Recommended
Learn More","50,000,000+",139628,Videokar,3.8,4.1 and up,-1.0,1.0,0.0,0.0,12,6,24,2020,50000000,4.1,4
Sri M,"Visit website
media@satsang-foundation.org
Privacy Policy",Lifestyle,$0 - $0 per item,No Interactive Elements,"['January', '27', '', '2020']","Rated for 3+
Learn More","1,000+",52,The Satsang Foundation,4.3,5.0 and up,25.0,1.0,0.0,0.0,3,1,27,2020,1000,5.0,0
Bloomberg B-Unit,"Visit website
mobisupport@bloomberg.net
Privacy Policy
731 Lexington Ave New York, New York 10022",Tools,$0 - $0 per item,No Interactive Elements,"['January', '28', '', '2020']","Rated for 3+
Learn More","10,000+",150,Bloomberg LP,3.4,8.0 and up,11.0,1.0,0.0,0.0,3,1,28,2020,10000,8.0,0
Blued - Gay Chat & Gay Dating & Find Guys Online,"Visit website
support@blued.zendesk.com
Privacy Policy
中国北京市朝阳区百子湾路苹果社区22街区2号楼b座028",Social,"₹75.00 - ₹12,400.00 per item","Users Interact, Shares Info, Shares Location, Digital Purchases","['June', '23', '', '2020']","Rated for 18+
Learn More","10,000,000+",159988,"Blue City Holdings Co., Ltd.",4.0,4.1 and up,72.0,3.0,75.0,12400.0,18,6,23,2020,10000000,4.1,11
R:COM Mobile,"Visit website
support@bluetreesystems.com",Business,$0 - $0 per item,No Interactive Elements,"['March', '14', '', '2019']","Rated for 3+
Learn More","1,000+",24,Blue Tree Systems Ltd,3.9,4.0 and up,47.0,1.0,0.0,0.0,3,3,14,2019,1000,4.0,0
Build a Bridge!,"Visit website
support@boombit.com
Privacy Policy
BoomBit Games Office 102 - 2 London Bridge Walk SE1 2SX London",Puzzle,"₹75.00 - ₹2,750.00 per item",Digital Purchases,"['May', '15', '', '2020']","Rated for 3+
Learn More","10,000,000+",399445,BoomBit Games,4.1,4.1 and up,66.0,4.0,75.0,2750.0,3,5,15,2020,10000000,4.1,2
